# Constructed from biom file																															
#OTU ID	A1_b	A2_b	A3_b	A4_b	A5_b	A6_b	B1_b	B2_b	B3_b	B4_b	B5_b	B6_b	C1_b	C2_b	C3_b	C4_b	C5_b	C6_b	D1_b	D2_b	D3_b	D4_b	D5_b	D6_b	E1_b	E2_b	E3_b	E4_b	E5_b	E6_b	taxonomy
580e5d647aef1f2b1ccc0fba3c4a526e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	16	0	40	24	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Luteimonas
00affce36db20592347460422d01ef99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	26	0	0	48	12	Bacteria; Proteobacteria; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; Unidentified_Steroidobacteraceae
b00d85f82b5020f52769c1320652f48e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	30	26	18	0	22	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Saccharopolyspora
44ae66c9eda691f131b89a01b6f703b7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	40	0	0	0	36	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Brevibacillus
efabb9fc719a210b1ecb1bf110742684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	26	8	46	0	0	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Sandaracinaceae; uncultured
b6916da5f6c0f4851930dc9b4076ce05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	36	0	24	34	0	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Luteimonas
36e21eb61d5b6a3ada0142466aecc657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	22	24	0	50	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas
e271edc2cf3df9f65376272f1416f604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	38	40	0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Pseudorhodoplanes
d114fb4c335125128be28401522dd41a	0	0	0	0	0	0	0	0	0	0	0	0	16	24	10	14	0	22	0	0	14	12	0	0	0	0	0	0	0	0	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus
7e7ef13ec554f16d9017f0efeee57357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	48	16	0	6	0	40	Bacteria; Planctomycetes; Phycisphaerae; Phycisphaerales; Phycisphaeraceae; SM1A02
edcbcbaf5bad699402e9db9d5528a9c5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	Bacteria; Actinobacteria; Actinobacteria; Glycomycetales; Glycomycetaceae; Glycomyces
c4ef798367bb58b811628cd58199480e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	22	0	30	32	0	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus
f8ae52e81e69f3554f088b08e4fe9af3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	10	0	20	40	22	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus
1b252fd446d25647aa2db66ac34342b0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	40	18	16	8	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Jeotgalibaca
2ddce1f286fc89b9827f11dfa26174a1	0	0	0	0	0	0	0	0	0	0	0	0	26	0	22	0	0	50	0	0	0	10	0	0	0	0	0	0	0	0	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Oceanobacillus
c04881effbe5691ffaf3becb33875410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	24	46	16	Bacteria; Bacteroidetes; Bacteroidia; Cytophagales; Microscillaceae; uncultured
f1be300df01babcf1897e6103507179f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	12	28	62	0	Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; JG30-KF-CM45; Unidentified
daed5a5e05797a803338c4210f1d88c7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	90	0	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas
dc9b26765f42dfc56354d89c670f96a9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	52	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Unidentified_Burkholderiaceae
e7dbd16dd474b4ff4ac63be46cd726c2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	36	28	0	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Verticia
16ae83d44889d55c0a8f6dd065920f04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	18	14	0	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Amycolatopsis
7ab6d6c44ea184a26e08f089137f84cf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	42	10	0	0	0	Bacteria; Bacteroidetes; Bacteroidia; Cytophagales; Microscillaceae; Chryseolinea
d4b9adf95e9ad561faf83d213febb17c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	64	24	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Bordetella
9af3467db68cf6063627304cecd46a65	0	36	22	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas
d16d3d7b2b8fc5647fa0d38b1a577aa8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	24	0	14	20	0	Bacteria; Gemmatimonadetes; Longimicrobia; Longimicrobiales; Longimicrobiaceae; uncultured_bacterium
35f0ca5ced3b552b824acf3beb91e86c	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	16	0	42	0	14	Bacteria; Proteobacteria; Alphaproteobacteria; Tistrellales; Geminicoccaceae; Unidentified_Geminicoccaceae
cb0db18277323b1f0db8a57fef080696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	16	10	10	20	0	0	40	0	0	0	0	0	0	Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Desemzia
82e38e1a4cef1898a832f26deb124821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	8	0	0	0	0	0	0	0	0	76	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Luteimonas
752f62c6b63b23976b1a84dbb5709e48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	20	22	0	24	18	0	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas
58991b24c2ab55df2661809efc56299e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	8	0	0	Bacteria; Planctomycetes; Planctomycetacia; Pirellulales; Pirellulaceae; uncultured
cfed2af103f6f285a526df6f18f98ff1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	10	22	16	6	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Sphingobacterium
1354d8eddb9222983aca5a2fd2c6c7a5	0	0	0	0	0	0	0	0	0	6	0	10	10	0	0	0	0	4	0	0	0	0	0	0	0	18	4	18	8	20	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Brevibacteriaceae; Brevibacterium
8d8eb5b2d7e3513d154a2638e07a5592	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	18	58	0	0	0	0	6	0	0	0	0	0	0	0	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Olivibacter
2bbb28b70c3a3757e48663f4d0003ecc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	18	28	14	0	0	0	0	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingobium
93c45f463d838fa1c1f19e1fea6b25aa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	16	4	0	24	4	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Ochrobactrum
55ca1bb9fb4ebc5f2e296af250bafe4c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas
d11ef81cd8ab0dfa7a44a92acae1ccfb	0	0	0	0	0	0	0	12	8	34	22	14	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	Bacteria; Actinobacteria; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides
ad12971ed14f2ae74a19836a0e727712	0	0	0	0	0	0	0	0	0	0	0	0	28	0	4	6	24	34	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus
96f1bb55034f5d5ac120a7a97096258e	0	0	0	0	0	0	0	0	0	0	0	0	22	14	14	10	14	22	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Idiomarinaceae; Aliidiomarina
9c49c694a177e61ab5663cf5ee077b8e	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	8	20	32	0	0	0	0	4	0	24	0	0	0	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas
7d977d405b1509dacde326d31afd953b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	44	0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Unidentified_Rhizobiales; Unidentified_Rhizobiales
04e01841a5e1bf33dcc6bb33c6380138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium
f7d3b2a3fcbe651505300e402a426612	0	0	0	0	0	0	0	0	0	0	0	0	16	26	0	0	26	24	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Sphingobacterium
25a5b2d5248f47cd86bf8a0a88d63d30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus
80216a3ffac632de16b43cec71e2e19d	0	0	0	0	0	0	0	0	0	0	0	0	0	14	22	0	20	16	0	0	0	0	0	0	0	0	0	0	18	0	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Unidentified_Burkholderiaceae
bd851468e4286eae0de33078e905e1a5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	8	0	6	0	16	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Unidentified_Rhizobiales; Unidentified_Rhizobiales
b4da27493e30179412d7b53101b6e530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	18	18	0	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Unidentified_Moraxellaceae
739ed27395412458a2bdcfa1e5f86a86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	14	0	12	20	4	Bacteria; WS2; uncultured_bacterium; uncultured_bacterium; uncultured_bacterium; uncultured_bacterium
adb0ab5a91cc1df090c6f9ceb81717b9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	8	0	44	0	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Sedimentibacter
703533f92f6450522d42408098309467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	56	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Luteimonas
cf3381318906e1e08f58bca905636dc0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	18	16	28	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
170e90dc24f792b43621635c1a4207c8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	14	22	32	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Unidentified_Rhizobiales; Unidentified_Rhizobiales
964f34907444dd43ed504b24f3687ff3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	46	0	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Microbacteriaceae; Unidentified_Microbacteriaceae
1701c443976bb3a9d2509062f75eed6e	0	0	0	0	0	0	0	0	0	0	0	0	16	10	4	14	36	8	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Sphingobacterium
6eeab3fb5a99cca2f0a584047433a90b	0	0	0	0	0	0	0	0	0	0	0	0	12	24	30	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Microbacteriaceae; Leucobacter
26a703505b0a2fb905183e193cc3fb76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	12	0	18	0	14	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Alishewanella
2ef183f6797f1c77b6cde046c29442fe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	42	18	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; 67-14; uncultured_bacterium
ddfd49f939f92958b1ec816741055348	0	0	0	0	0	0	0	0	0	0	0	18	38	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Ralstonia
6e73ea5d1d3a7031b5ea10f57e21b192	0	0	0	0	0	0	0	0	0	0	0	0	30	14	0	14	8	8	0	0	0	0	0	12	0	0	0	0	0	0	Bacteria; Actinobacteria; Actinobacteria; Pseudonocardiales; Pseudonocardiaceae; Saccharopolyspora
32d5457c2dd057df2fb0e8d228f457a2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	18	28	0	Bacteria; Deinococcus-Thermus; Deinococci; Deinococcales; Trueperaceae; Truepera
886d36ccaf48935d1ffb981b44d4e656	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	16	26	28	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus
40ffac9cd8b8ef62bba893e2223310f0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Unidentified_Burkholderiaceae
4d8dc7d2680be3be1e744ac62565e3a6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	16	0	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Microvirga
b678c1fe1a67aafbfdfedcf1029afab5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	6	0	0	14	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; uncultured
5f61980d8c260f7727c487b83d67999d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	20	30	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; 67-14; uncultured_bacterium
9d127ac8ec1a7b03befe92229847b811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	0	20	18	0	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Solirubrobacter
f781af976c6b679c4c243a714f1da726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	34	28	0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; D05-2; uncultured_bacterium
fea18001eae3a7a835e2eb2b40c7fe47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	24	22	18	Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; BIrii41; uncultured_bacterium
a60f0b4bc20e5a162b45b3d2ed7a0d6c	0	0	6	0	0	0	0	0	0	18	0	10	0	18	0	0	14	14	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Caulobacter
943a9f0fef606ac9c31536907d1e8150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	36	0	30	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Unidentified_Rhizobiaceae
aabe17fc85fc8f2e8a52caaeaa605ff0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	0	18	14	32	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Unidentified_Lachnospiraceae
c25343f9da8a8819a639f7acab454fd3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Sphingobacterium
5837c626781bdfd1459f6ee3a31ac82f	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	20	24	14	0	0	0	0	6	6	0	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Pseudoxanthomonas
e8bdc11bcb32ef60dd15d94095c6c47e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	30	Bacteria; Planctomycetes; Planctomycetacia; Pirellulales; Pirellulaceae; Unidentified_Pirellulaceae
97f2322886d2a62c592604f8c47ffb12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	Bacteria; Proteobacteria; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; Steroidobacter
9f2f738a607cb3d02f41b4661989b627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	Bacteria; Planctomycetes; Planctomycetacia; Pirellulales; Pirellulaceae; Pirellula
a9f1305c99ab89b346b1b701f183fff0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	42	0	0	0	0	14	0	0	0	0	0	0	0	0	Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces
b250d27301547aede6c1d52ce67e6e2b	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	20	42	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus
6de747bf2d3c56f26c7d9509035abb01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	Bacteria; Actinobacteria; Actinobacteria; Streptosporangiales; Thermomonosporaceae; Actinomadura
abe191133f6122d7e589824ddc7217e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	12	0	12	0	12	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus
330fe19b29e2431eb1166e87ef3aaefa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	48	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus
dc833156df5cf571bb4d9ffca16a6fd9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	0	18	18	0	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium
5994ce6a099c3c587bfbe906332ff09c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	6	8	24	22	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Unidentified_Micrococcales; Unidentified_Micrococcales
8c0f10e3df0bcc3b3db9afc09572bff9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	26	24	Bacteria; Actinobacteria; Actinobacteria; Streptosporangiales; Streptosporangiaceae; Nonomuraea
394e4cdd1bcd439daf3c90864e9bb30f	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	16	0	10	4	12	Bacteria; Planctomycetes; Planctomycetacia; Pirellulales; Pirellulaceae; Pir4_lineage
b1ce61647c69c196af45a650447e01f7	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas
3481fa43fe5fba6aecdc7f9aae6ed9c0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	30	0	0	0	6	0	0	0	0	0	0	12	8	0	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Unidentified_Enterobacteriaceae
bcf1a3b8ef114aebb821dcf53a4ed12e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	26	0	0	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Cellulomonadaceae; Pseudactinotalea
c4f2d2330b8d1d3f6b1e8bdc0437043c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	20	0	8	0	0	Bacteria; Gemmatimonadetes; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; uncultured
0ae5531a9802e71139c959faebdde10c	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	40	0	0	14	0	8	Bacteria; Proteobacteria; Alphaproteobacteria; Reyranellales; Reyranellaceae; Reyranella
4ea59d33f520370432fb7cb625b56c12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus
4898fce3ded8c4a01b0f9b3d8b06569b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	50	0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Ensifer
df764dd458a860704a915cd8b984b767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus
6bc94a38d3bce01e3deb1b1fd9b71475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus
08bdc6c81f6b9daab3d132b54e1d45bc	0	0	0	0	0	0	6	0	0	0	12	0	0	16	0	0	12	10	0	0	10	4	0	0	0	0	0	0	0	0	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Nocardiaceae; Rhodococcus
a75408f880f2de4b0e91d919dd33dafd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	28	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Parapedobacter
a0c37d9e58232f18918793e441382cfc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	12	0	26	0	0	Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; 67-14; uncultured_bacterium
4ce44805a2e8f2c6ad48bed484250678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	10	14	18	12	Bacteria; Gemmatimonadetes; Longimicrobia; Longimicrobiales; Longimicrobiaceae; uncultured_bacterium
b7f5af401f678ffbe9f7299cfa59e3bf	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	22	0	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Devosiaceae; Devosia
608534dd37122b642564c6e85359b97d	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus
3287a0ca3db4af44dc17c2533ee74d5d	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	14	18	0	0	0	12	0	0	0	0	0	0	0	0	0	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Bordetella
a87f8bc9f2e9fa528c7a6f825f62ba2e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	34	32	0	Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; JG30-KF-CM45; uncultured_bacterium
06bc3d75c125f69ff9dfdb4a660c733f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; D05-2; uncultured_bacterium
